text,cleaned_text,category,label,urgency
would it be possible to shop several articles?,would possible shop several article,complaint,0,low
want assistance shopping a product,want assistance shopping product,complaint,0,low
how to shop several of you article?,shop several article,complaint,0,low
I want to shop several articles,want shop several article,complaint,0,low
help to shop a bloody product,help shop bloody product,complaint,0,medium
I want help to acquire a few of your product,want help acquire product,complaint,0,medium
can you help me to earn several products?,help earn several product,complaint,0,medium
where to acquire several of your item?,acquire several item,complaint,0,low
neerd help buying some bloody products,neerd help buying bloody product,complaint,0,medium
i dont know how i can buy an item,dont know buy item,complaint,0,low
where can I acquire some of your item?,acquire item,complaint,0,low
I do not know how to buy several articles,know buy several article,complaint,0,low
how can i buy a few of ur item,buy ur item,complaint,0,low
"I need to purchase a product, how can I do it?",need purchase product,complaint,0,low
is it possiblr to earn an item,possiblr earn item,complaint,0,low
wanna buy several articles,wanna buy several article,complaint,0,low
where to earn several of your article?,earn several article,complaint,0,low
what do I need to do to shop some of your product?,need shop product,complaint,0,low
I need help acquiring several of your article,need help acquiring several article,complaint,0,medium
i have got to buy some items how can i do it,got buy item,complaint,0,low
"I have to purchase an article, how can I do it?",purchase article,complaint,0,low
how to purchase several articles?,purchase several article,complaint,0,low
I need assistance shopping some of your item,need assistance shopping item,complaint,0,low
I do not know how I can purchase an article,know purchase article,complaint,0,low
"I have to earn a damn product , how could I do it?",earn damn product could,complaint,0,low
I don't know what to do to earn some of your item,dont know earn item,complaint,0,low
where can I buy a product?,buy product,complaint,0,low
where to shop several products?,shop several product,complaint,0,low
help earning some of youe article,help earning youe article,complaint,0,medium
where can I order some items?,order item,complaint,0,low
"I need to order something, will you help me?",need order something help,complaint,0,medium
i dont know how i can shop several of ur product,dont know shop several ur product,complaint,0,low
I'd like to shop some goddamn products can i get some hel,id like shop goddamn product get hel,complaint,0,low
"I have to shop a product, help me",shop product help,complaint,0,medium
I don't know how to earn several products,dont know earn several product,complaint,0,low
I need assistance ordering some of your article,need assistance ordering article,complaint,0,low
need to purchase some of ur product,need purchase ur product,complaint,0,low
I'd like to purcjase several of ur item help me,id like purcjase several ur item help,complaint,0,medium
help to purchase a few of your item,help purchase item,complaint,0,medium
I have got to make an order,got make order,complaint,0,low
can you help me ordering several items?,help ordering several item,complaint,0,medium
i dont know what i have to do to buy an article,dont know buy article,complaint,0,low
help me acquiring a few of your article,help acquiring article,complaint,0,medium
I need assistance to shop a few of your item,need assistance shop item,complaint,0,low
